"","Séquentiel","SID","Heure de soumission","Heure de complétion","Heure de modification","Brouillon","Adresse IP","UID","Nom d'utilisateur","Êtes vous ...","Quel âge avez-vous ?","Vous êtes ...","Veuillez préciser votre niveau d'étude","Par votre milieu professionnel","Par votre milieu scolaire, étudiant","Par vos proches","Par hasard et au gré de vos navigations sur Internet","Par Wikipédia","Autre...19","Veuillez préciser...20","Dans le cadre scolaire à la maison (devoirs, révisions etc.)","Dans le cadre scolaire en classe (en cours, club etc.)","Pour ma culture générale","Pour le travail","Pour mon simple loisir","Autre...26","Veuillez préciser...27","Quel est votre degré de contribution ?","Qu'est ce qui vous a motivé à contribuer pour la première fois ?","Je me plais au sein de la communauté","J'ai des responsabilités","Les domaines abordés m'intéressent","J'aime contribuer au projet Vikidia","Autre...34","Veuillez préciser...35","De la patrouille","Des ajouts sur la partie technique","Des corrections orthographiques ou typographiques","Des travaux de catégorisation et d'ajout de portail","Des créations ou améliorations d'articles","De l'aide aux nouveaux utilisateurs","Autre...42","Veuillez préciser...43","Patrouilleur","Administrateur","Bureaucrate","Vérificateur d'IP","Nuker","Plus maintenant","Trouvez-vous les articles de Vikidia accessibles ?","Les articles y sont plus faciles à comprendre","Vikidia est plus adaptée à mon niveau/âge","Je préfère l'ambiance au sein de la communauté vikidienne","La communauté vikidienne est de plus petite taille","Je consulte peu Vikidia, je suis surtout contributeur","Je préfère Wikipédia","Autre...57","Veuillez préciser...58","Lorsque vous ne trouvez pas des informations sur Vikidia, où allez-vous en priorité ?","Quel est votre niveau de confiance en ce qui concerne la fiabilité des articles de Vikidia ?","Que pensez-vous des pages d'aide ?","Veuillez préciser...62","La qualité des articles","L'accessibilité des sujets traités","La qualité et la pertinence des illustrations","La diversité des sujets traités","La qualité synthaxique et typographique","Le projet Vikidia en général","Non","Il m'arrive de parler de mes découvertes sur l'encyclopédie","Je recommande le site à mes proches","Autre...72","Veuillez préciser...73","Selon vous, comment Vikidia est-elle perçue par le grand public ?","Veuillez préciser...75","Pensez vous que les Wikipédiens vous infantilisent à cause de votre contribution à Vikidia ?","Vikidia a-t-elle des répercutions positives ou négatives sur votre vie ?","Avez-vous déjà fait un don à Vikidia ?","Pourquoi ?...79","Pourquoi ?...80","En quelle année avez-vous rejoint la communauté Vikidienne ?","Comment avez-vous jugé votre accueil sur Vikidia ?","Veuillez préciser...83","Vous sentez-vous suffisamment intégré à la communauté vikidienne ?","Veuillez préciser...85","Comment évaluez vous votre participation aux canaux de discussion ?","Discord","Les Bavardages","IRC","Les pages de discussion","Autres canaux de discussion","Veuillez préciser...92","Avez-vous des points d'amélioration à suggérer pour le projet Vikidia ? (Réponse optionnelle)","Avez-vous des points d'amélioration sur le fonctionnement de l'association Vikidia ? (Réponse optionnelle)","is_contrib","activite","annee","motivations_contrib","alternatives"
"618",637,9617282,"22/09/2021 - 16:50","22/09/2021 - 16:50","22/09/2021 - 16:50",0,"0.0.0.0",0,"Anonymous","féminin","Entre 14 et 18 ans","Étudiant, élève","Lycée",NA,NA,NA,"X",NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"Consulte Vikidia mais n'y contribue pas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Très accessibles","X",NA,NA,NA,NA,NA,NA,NA,"Wikipédia","Les articles de Vikidia sont plutôt fiables","Il existe des pages d'aide ??",NA,"Très bonne","Très bonne","Très bonne","Très bonne","Très bonne","Très bonne",NA,"X",NA,NA,NA,"Vikidia est peu connue, et le grand public en est méfiant",NA,"Non","cela permet de me facilité des faits et la lecture est plus fluide","Non",NA,"je suis mineure et je n'ai pas le temps","je ne sais plus","Excellent",NA,"Oui",NA,"Quels canaux de discussion ??",NA,NA,NA,NA,"X","je ne sais plus",NA,NA,"0","Élève au lycée",NA,NA,"wikipedia"
"619",638,9617571,"22/09/2021 - 17:09","22/09/2021 - 17:09","22/09/2021 - 17:09",0,"0.0.0.0",0,"Anonymous","féminin","Entre 14 et 18 ans","Étudiant, élève","Lycée",NA,NA,NA,NA,"X",NA,NA,"X",NA,NA,NA,NA,NA,NA,"Consulte Vikidia mais n'y contribue pas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Très accessibles","X",NA,NA,NA,NA,NA,NA,NA,"Internet","Les informations trouvées sur Vikidia sont à prendre avec précaution","Il existe des pages d'aide ??",NA,"Plutôt bonne","Plutôt bonne","Très bonne","Très bonne","Moyenne","Très bonne","X",NA,NA,NA,NA,"Personne ne connaît Vikidia en dehors de la communauté",NA,"Oui","Avantageux","Non",NA,"Je n'ai jamais fait de don, et si je devais commencer ce serait pour la faim dans le monde ou un autre sujet encore plus nécessaire que la culture ou l'éducation en ligne. Mais aussi je pense qu'il faudrait en faire plus la difusion de la possibilité de faire un don à Vikidia.","Jamais","Bon",NA,"Oui",NA,"Quels canaux de discussion ??","X","X","X","X",NA,NA,NA,NA,"0","Élève au lycée",NA,NA,"internet"
"620",639,9617617,"22/09/2021 - 17:11","22/09/2021 - 17:11","22/09/2021 - 17:11",0,"0.0.0.0",0,"Anonymous","masculin","Entre 14 et 18 ans","Étudiant, élève","Lycée",NA,NA,NA,"X","X",NA,NA,"X","X","X","X","X",NA,NA,"Consulte Vikidia pour la première fois",NA,NA,NA,NA,NA,"X","rien",NA,NA,NA,NA,NA,NA,"X","rien",NA,NA,NA,NA,NA,"X","Très accessibles",NA,"X",NA,NA,NA,NA,NA,NA,"bibliothèque","Les informations trouvées sur Vikidia sont à prendre avec précaution","Elles sont suffisamment claires",NA,"Très bonne","Très bonne","Moyenne","Moyenne","Plutôt bonne","Plutôt mauvaise","X",NA,NA,NA,NA,"Vikidia est peu connue, et le grand public en est méfiant",NA,"Non","rien à dire","Non",NA,"je suis mineure",NA,"Bon",NA,"Oui",NA,"Quels canaux de discussion ??","X",NA,NA,NA,NA,NA,NA,NA,"0","Élève au lycée",NA,NA,"bibliotheque"
"621",640,9617686,"22/09/2021 - 17:17","22/09/2021 - 17:17","22/09/2021 - 17:17",0,"0.0.0.0",0,"Anonymous","féminin","Entre 8 et 13 ans","Étudiant, élève","Collège",NA,"X","X","X","X",NA,NA,"X",NA,NA,NA,NA,NA,NA,"Consulte Vikidia mais n'y contribue pas",NA,NA,NA,NA,NA,"X","Ce sont des articles plus courts et mieux adapté pour les enfants que ceux de Wikipédia.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Très accessibles","X","X",NA,NA,NA,NA,NA,NA,"Wikipédia","Les articles de Vikidia sont tout à fait fiables","Il existe des pages d'aide ??",NA,"Très bonne","Plutôt bonne","Très bonne","Plutôt bonne","Très bonne","Très bonne",NA,"X",NA,NA,NA,"Vikidia est de plus en plus connue et elle gagne en confiance",NA,"Non","Ca m'aide dans mes devoirs et c'est bien","Non",NA,"parce je ne suis pas majeure... mais si je l'étais, je le ferais","Je ne sais pas","Bon",NA,"Oui",NA,"Quels canaux de discussion ??",NA,NA,NA,NA,"X","Quoi ? Il y a des canaux de discussion ???","Non, c'est très bien.",NA,"0","Élève au collège",NA,NA,"wikipedia"
"622",641,9617704,"22/09/2021 - 17:19","22/09/2021 - 17:19","22/09/2021 - 17:19",0,"0.0.0.0",0,"Anonymous","féminin","Entre 19 et 25 ans","Étudiant, élève","Études supérieures",NA,NA,NA,"X",NA,NA,NA,"X",NA,"X",NA,"X",NA,NA,"Consulte Vikidia mais n'y contribue pas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plutôt accessibles","X","X",NA,"X",NA,NA,NA,NA,"Sur d'autres sites","Les articles de Vikidia sont plutôt fiables","Il existe des pages d'aide ??",NA,"Plutôt bonne","Plutôt bonne","Moyenne","Plutôt bonne","Plutôt bonne","Très bonne","X",NA,NA,NA,NA,"Personne ne connaît Vikidia en dehors de la communauté",NA,"Non","Positive, car ma mémoire se rafraîchit par les informations que je lis sur ce site. Informations que j'ai appris autrefois, mais que ma mémoire s'en est débarrassée","Non",NA,"Je n'y ai jamais pensé","2021","Bon",NA,"Non","Je n'en fait tout simplement pas parti, je viens juste sur le site pour les infos et non pour m'intégrer.","Quels canaux de discussion ??",NA,NA,NA,NA,"X","Snapchat, Instagram","Non.","Non.","0","Étudiant","2021",NA,"sur d'autres sites"
"623",642,9618033,"22/09/2021 - 17:46","22/09/2021 - 17:46","22/09/2021 - 17:46",0,"0.0.0.0",0,"Anonymous","masculin","Entre 8 et 13 ans","Étudiant, élève","Collège",NA,"X",NA,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"Consulte Vikidia pour la première fois",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"X","Peu accessibles","X",NA,NA,NA,NA,NA,NA,NA,"Web","Les articles de Vikidia sont tout à fait fiables","Il existe des pages d'aide ??",NA,"Très mauvaise","Plutôt mauvaise","Très mauvaise","Plutôt mauvaise","Très mauvaise","Très bonne","X","X",NA,NA,NA,"Tout le monde connaît Vikidia !",NA,"Oui","Très Positif","Non",NA,"Je veux pas","2021","Moyen",NA,"Oui",NA,"Quels canaux de discussion ??","X",NA,NA,NA,NA,NA,"Non","Non","0","Élève au collège","2021",NA,"web"
"624",643,9618346,"22/09/2021 - 18:16","22/09/2021 - 18:16","22/09/2021 - 18:16",0,"0.0.0.0",0,"Anonymous","masculin","Entre 8 et 13 ans","Étudiant, élève","Collège",NA,"X",NA,NA,NA,NA,NA,NA,NA,"X",NA,NA,NA,NA,"Consulte Vikidia mais n'y contribue pas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Très accessibles","X","X",NA,NA,NA,NA,NA,NA,"Wikipedia","Les articles de Vikidia sont tout à fait fiables","Je pense qu'elles pourraient être améliorées","C'est très bien","Très bonne","Très bonne","Très bonne","Très bonne","Très bonne","Très bonne","X",NA,"X",NA,NA,"Vikidia devrait gagner en popularité",NA,"Non","Des répercussions possitives","Non",NA,"Pas envie","2021","Bon",NA,"Oui",NA,"Je les connais mais je n'y ai jamais participé","X",NA,NA,NA,NA,NA,"Non","Non","0","Élève au collège","2021",NA,"wikipedia"
"625",644,9618348,"22/09/2021 - 18:16","22/09/2021 - 18:16","22/09/2021 - 18:16",0,"0.0.0.0",0,"Anonymous","préfère ne pas le dire","Entre 8 et 13 ans","Étudiant, élève","Collège",NA,NA,NA,"X",NA,NA,NA,NA,NA,"X",NA,NA,NA,NA,"Consulte Vikidia pour la première fois","Je n’ai jamais contribué",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Très accessibles",NA,"X",NA,NA,NA,NA,NA,NA,"N’impo où","Les informations trouvées sur Vikidia ne sont pas toujours fiables","Elles sont trop complexes",NA,"Moyenne","Moyenne","Moyenne","Moyenne","Moyenne","Moyenne",NA,"X",NA,NA,NA,"Vikidia devrait gagner en popularité",NA,"Non","????????????????????","Non",NA,"Parce que","Jamais !!!!!!!!!!!!!!!!!!","Bon",NA,"Oui",NA,"Quels canaux de discussion ??",NA,"X",NA,NA,NA,NA,NA,NA,"0","Élève au collège",NA,NA,"n'impo ou"
"626",645,9618556,"22/09/2021 - 18:33","22/09/2021 - 18:33","22/09/2021 - 18:33",0,"0.0.0.0",0,"Anonymous","féminin","Entre 14 et 18 ans","Étudiant, élève","Lycée",NA,NA,NA,"X","X",NA,NA,"X",NA,"X",NA,"X",NA,NA,"Consulte Vikidia mais n'y contribue pas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plutôt accessibles","X",NA,NA,NA,NA,"X",NA,NA,"Manuels scolaires en ligne, wikipédia, sites dédiés au sujet","Les articles de Vikidia sont plutôt fiables","Il existe des pages d'aide ??",NA,"Plutôt bonne","Plutôt bonne","Moyenne","Très bonne","Plutôt bonne","Plutôt bonne",NA,"X",NA,NA,NA,"Vikidia devrait gagner en popularité",NA,"Non","Positive vu que ça m'aide","Non",NA,"Sans les payements en ligne c'est un peu compliqué en tant que mineur",NA,"Bon",NA,"Oui",NA,"Je les connais mais je n'y ai jamais participé",NA,NA,NA,NA,"X","Aucun ':-)","Peut-être essayer d'illustrer plus ?",NA,"0","Élève au lycée",NA,NA,"manuels scolaires en ligne, wikipedia, sites dedies au sujet"
"627",646,9619282,"22/09/2021 - 19:45","22/09/2021 - 19:45","22/09/2021 - 19:45",0,"0.0.0.0",0,"Anonymous","féminin","Entre 14 et 18 ans","Étudiant, élève","Lycée",NA,NA,NA,"X",NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"Consulte Vikidia mais n'y contribue pas",NA,NA,NA,"X",NA,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"X","Très accessibles","X",NA,NA,"X",NA,NA,NA,NA,"n'importe ou","Les informations trouvées sur Vikidia ne sont pas toujours fiables","Je n'en ai jamais eu besoin",NA,"Plutôt bonne","Moyenne","Très bonne","Très bonne","Moyenne","Très bonne","X",NA,NA,NA,NA,"Vikidia devrait gagner en popularité",NA,"Non","elles sont plutot positive","Non",NA,"je n'aipas d'argent j'ai 14ans","2020","Excellent",NA,"Oui",NA,"J'ai déjà écrit un ou deux messages",NA,"X",NA,NA,NA,NA,NA,NA,"0","Élève au lycée","2020",NA,"n'importe ou"
"628",647,9619795,"22/09/2021 - 20:47","22/09/2021 - 20:47","22/09/2021 - 20:47",0,"0.0.0.0",0,"Anonymous","féminin","Entre 14 et 18 ans","Étudiant, élève","Collège",NA,"X",NA,"X",NA,NA,NA,"X",NA,"X",NA,NA,NA,NA,"Consulte Vikidia mais n'y contribue pas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Très accessibles",NA,NA,"X","X",NA,NA,NA,NA,"Wikipedia","Les articles de Vikidia sont plutôt fiables","Il existe des pages d'aide ??",NA,"Très bonne","Très bonne","Très bonne","Très bonne","Très bonne","Très bonne",NA,"X",NA,NA,NA,"Vikidia devrait gagner en popularité",NA,"Non","posi","Non",NA,"Ne peut pas dépenser d'argent",NA,"Bon",NA,"Oui",NA,"Je les connais mais je n'y ai jamais participé","X",NA,NA,NA,NA,NA,NA,NA,"0","Élève au collège",NA,NA,"wikipedia"
"629",648,9620821,"22/09/2021 - 22:38","22/09/2021 - 22:38","22/09/2021 - 22:38",0,"0.0.0.0",0,"Anonymous","féminin","Entre 14 et 18 ans","Étudiant, élève","Lycée",NA,NA,NA,"X",NA,NA,NA,"X","X","X",NA,"X",NA,NA,"Consulte Vikidia mais n'y contribue pas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Très accessibles","X",NA,NA,NA,NA,NA,NA,NA,"Wikipédia ou autres sites au hasard","Les articles de Vikidia sont plutôt fiables","Je n'en ai jamais eu besoin",NA,"Plutôt bonne","Très bonne","Très bonne","Très bonne","Plutôt bonne","Très bonne",NA,"X",NA,NA,NA,"Tout le monde connaît Vikidia !",NA,"Non","??","Non",NA,"Je n'en ai pas les moyens",NA,"Excellent",NA,"Non","Je n'y participe pas","Je les connais mais je n'y ai jamais participé",NA,NA,NA,"X",NA,NA,NA,NA,"0","Élève au lycée",NA,NA,"wikipedia ou autres sites au hasard"
"630",649,9631053,"23/09/2021 - 18:32","23/09/2021 - 18:32","23/09/2021 - 18:32",0,"0.0.0.0",0,"Anonymous","féminin","Entre 14 et 18 ans","Étudiant, élève","Lycée",NA,NA,NA,"X",NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"Consulte Vikidia mais n'y contribue pas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Très accessibles",NA,NA,NA,NA,NA,NA,"X","j'utilise Vikidia en complément","ca dépend","Les articles de Vikidia sont plutôt fiables","Il existe des pages d'aide ??",NA,"Plutôt bonne","Plutôt bonne","Plutôt bonne","Plutôt bonne","Plutôt bonne","Plutôt bonne","X",NA,NA,NA,NA,"Vikidia est de plus en plus connue et elle gagne en confiance",NA,"Non","je dirais positives","Non",NA,"ca ne m'intéresse pas",NA,"Bon",NA,"Oui",NA,"Quels canaux de discussion ??",NA,NA,NA,NA,"X","je ne suis sur aucun",NA,NA,"0","Élève au lycée",NA,NA,"ca depend"
"631",650,9631158,"23/09/2021 - 18:42","23/09/2021 - 18:42","23/09/2021 - 18:42",0,"0.0.0.0",0,"Anonymous","féminin","Entre 14 et 18 ans","Étudiant, élève","Lycée",NA,NA,NA,"X",NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"Consulte Vikidia pour la première fois",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plutôt accessibles","X",NA,NA,NA,NA,NA,NA,NA,"C'est la première fois que je vais sur vikidia","Les articles de Vikidia sont plutôt fiables","Il existe des pages d'aide ??",NA,"Plutôt bonne","Très bonne","Très bonne","Plutôt bonne","Moyenne","Très bonne","X",NA,NA,NA,NA,"Vikidia est peu connue, et le grand public en est méfiant",NA,"Non","Elle n'a pas de répercution","Non",NA,"C'est la première fois que je viens et je ne fais jamais de don","C'est la première fois que je viens","Moyen",NA,"Oui",NA,"Quels canaux de discussion ??","X","X","X","X",NA,NA,NA,NA,"0","Élève au lycée",NA,NA,"c'est la premiere fois que je vais sur vikidia"
"632",651,9631556,"23/09/2021 - 19:22","23/09/2021 - 19:22","23/09/2021 - 19:22",0,"0.0.0.0",0,"Anonymous","féminin","Entre 14 et 18 ans","Étudiant, élève","Lycée",NA,"X","X","X","X",NA,NA,"X",NA,NA,NA,NA,NA,NA,"Consulte Vikidia mais n'y contribue pas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plutôt accessibles","X","X",NA,NA,NA,NA,NA,NA,"Wikipédia","Les articles de Vikidia sont plutôt fiables","Je n'en ai jamais eu besoin",NA,"Plutôt bonne","Plutôt bonne","Plutôt bonne","Plutôt bonne","Moyenne","Très bonne","X",NA,NA,NA,NA,"Tout le monde connaît Vikidia !",NA,"Non","ça m'aide beaucoup","Non",NA,"je suis mineure","2019","Bon",NA,"Oui",NA,"Je les connais mais je n'y ai jamais participé","X",NA,NA,NA,NA,NA,NA,NA,"0","Élève au lycée","2019",NA,"wikipedia"
"633",652,9632056,"23/09/2021 - 20:19","23/09/2021 - 20:19","23/09/2021 - 20:19",0,"0.0.0.0",0,"Anonymous","féminin","Préfère ne pas le dire","Étudiant, élève","Collège",NA,NA,NA,"X",NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"Consulte Vikidia mais n'y contribue pas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Très accessibles","X","X",NA,NA,NA,NA,NA,NA,"Sur Wikipedia","Les articles de Vikidia sont plutôt fiables","Je n'en ai jamais eu besoin",NA,"Plutôt bonne","Très bonne","Moyenne","Plutôt bonne","Très bonne","Plutôt bonne","X",NA,NA,NA,NA,"Personne ne connaît Vikidia en dehors de la communauté",NA,"Non","Des rèpercutions plutôt positives, Vikidia m’aide beaucoup pour l’école","Non",NA,"Je ne sais pas comment faire","2020","Bon",NA,"Oui",NA,"Quels canaux de discussion ??",NA,NA,NA,"X",NA,NA,NA,NA,"0","Élève au collège","2020",NA,"sur wikipedia"
"634",653,9632770,"23/09/2021 - 21:41","23/09/2021 - 21:41","23/09/2021 - 21:41",0,"0.0.0.0",0,"Anonymous","féminin","Entre 14 et 18 ans","Étudiant, élève","Collège",NA,NA,NA,"X",NA,NA,NA,"X",NA,"X",NA,NA,NA,NA,"Consulte Vikidia mais n'y contribue pas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plutôt accessibles","X","X",NA,NA,NA,NA,NA,NA,"Des autres sites","Les articles de Vikidia sont plutôt fiables","Je n'en ai jamais eu besoin",NA,"Plutôt bonne","Plutôt bonne","Moyenne","Moyenne","Moyenne","Plutôt bonne",NA,"X",NA,NA,NA,"Vikidia est de plus en plus connue et elle gagne en confiance",NA,"Oui","Moyen","Non",NA,"Je sais pas","Je ne l'ai pas rejointe","Bon",NA,"Non","Je fais pas partie de la communauté","Quels canaux de discussion ??","X","X",NA,"X",NA,NA,NA,NA,"0","Élève au collège",NA,NA,"des autres sites"
"635",654,9633183,"23/09/2021 - 22:36","23/09/2021 - 22:36","23/09/2021 - 22:36",0,"0.0.0.0",0,"Anonymous","féminin","Entre 14 et 18 ans","Étudiant, élève","Collège",NA,NA,NA,"X",NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"Consulte Vikidia mais n'y contribue pas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plutôt accessibles","X",NA,NA,NA,NA,NA,NA,NA,"Site spécialisé sur le sujet","Les articles de Vikidia sont tout à fait fiables","Il existe des pages d'aide ??",NA,"Plutôt bonne","Très bonne","Moyenne","Très bonne","Plutôt bonne","Très bonne",NA,NA,"X",NA,NA,"Personne ne connaît Vikidia en dehors de la communauté",NA,"Non","Oui moins de temps pour les devoirs","Non",NA,"Je n'ai pas d'argent","2018","Bon",NA,"Oui",NA,"Quels canaux de discussion ??",NA,NA,NA,NA,"X","J'en ai pas",NA,NA,"0","Élève au collège","2018",NA,"site specialise sur le sujet"
"636",655,9633660,"24/09/2021 - 03:22","24/09/2021 - 03:22","24/09/2021 - 03:22",0,"0.0.0.0",0,"Anonymous","masculin","Entre 14 et 18 ans","Étudiant, élève","Lycée",NA,NA,NA,"X","X",NA,NA,"X",NA,"X",NA,NA,NA,NA,"Consulte Vikidia mais n'y contribue pas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Très accessibles",NA,NA,NA,NA,NA,"X",NA,NA,"Wikipedia ou sur un autre site","Les informations trouvées sur Vikidia sont à prendre avec précaution","Il existe des pages d'aide ??",NA,"Plutôt bonne","Très bonne","Plutôt bonne","Plutôt bonne","Très bonne","Très bonne","X",NA,NA,NA,NA,"Vikidia est de plus en plus connue et elle gagne en confiance",NA,"Oui","Je pense qu’elle a une bonne répercutions","Non",NA,"Je suis mineur","Je sais pas","Bon",NA,"Oui",NA,"Quels canaux de discussion ??",NA,NA,NA,NA,"X","Je ne participe pas",NA,NA,"0","Élève au lycée",NA,NA,"wikipedia ou sur un autre site"
"637",656,9633672,"24/09/2021 - 04:15","24/09/2021 - 04:15","24/09/2021 - 04:15",0,"0.0.0.0",0,"Anonymous","féminin","Entre 8 et 13 ans","Étudiant, élève","Collège",NA,NA,NA,"X",NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"Consulte Vikidia pour la première fois","Je trouve que votre site est intéressant et parfait pour les jeune du primaire et du lycéen",NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,"X","Plutôt accessibles","X","X",NA,NA,NA,NA,NA,NA,"Sur d’autres sites","Les articles de Vikidia sont tout à fait fiables","Il existe des pages d'aide ??",NA,"Plutôt bonne","Plutôt bonne","Très bonne","Très bonne","Très bonne","Très bonne","X",NA,NA,NA,NA,"Vikidia devrait gagner en popularité",NA,"Non","Positive","Non",NA,"Je n’ai pas d’argent pour","2021","Bon",NA,"Oui",NA,"Quels canaux de discussion ??",NA,NA,NA,NA,"X","Je ne suis pas active dans un canal de discussion présentement","Mettez les humains à la place des hommes svp c’est une question de sexisme cela de devrais plus se dire en 2021",NA,"0","Élève au collège","2021",NA,"sur d'autres sites"
"638",657,9637746,"24/09/2021 - 13:05","24/09/2021 - 13:05","24/09/2021 - 13:05",0,"0.0.0.0",0,"Anonymous","préfère ne pas le dire","Préfère ne pas le dire","Retraité",NA,NA,NA,NA,NA,NA,"X","'yt'y",NA,NA,NA,NA,NA,"X","rt(h((","Consulte Vikidia mais n'y contribue pas","g'hh(",NA,NA,NA,NA,"X","h(h(h(h",NA,NA,NA,NA,NA,NA,"X","h(hh(",NA,NA,NA,NA,NA,"X","Plutôt accessibles",NA,NA,NA,NA,NA,"X",NA,NA,"h(((","Les informations trouvées sur Vikidia sont à prendre avec précaution","Je n'en ai jamais eu besoin",NA,"Moyenne","Moyenne","Moyenne","Moyenne","Moyenne","Moyenne",NA,"X",NA,NA,NA,"Vikidia est peu connue, et le grand public en est méfiant",NA,"Non","h(h(h","Non",NA,"h(hhh(","bb(b(b","Bon",NA,"Non","b(b(b","J'ai déjà écrit un ou deux messages",NA,"X",NA,NA,NA,NA,"jnnyn","njj-jj","0","Retraité",NA,NA,"h((("
"639",658,9638797,"24/09/2021 - 14:28","24/09/2021 - 14:28","24/09/2021 - 14:28",0,"0.0.0.0",0,"Anonymous","masculin","Entre 14 et 18 ans","Étudiant, élève","Lycée",NA,NA,NA,"X",NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"Consulte Vikidia pour la première fois","Je ne dit pas",NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,"X","Ueuuzuezu",NA,NA,NA,NA,NA,"X","Très accessibles","X",NA,NA,NA,NA,NA,NA,NA,"Wikipedia","Les articles de Vikidia sont tout à fait fiables","Je n'en ai jamais eu besoin",NA,"Moyenne","Moyenne","Moyenne","Moyenne","Moyenne","Moyenne","X",NA,NA,NA,NA,"Personne ne connaît Vikidia en dehors de la communauté",NA,"Non","Cela n'est pas votre problème","Non",NA,"Parce que je n'en n'est pas envie","Aujourd'hui","Excellent",NA,"Non","Je dit pas","Quels canaux de discussion ??",NA,NA,NA,NA,"X","Ce ne sont pas vos affaires","Pas du tout","Rien à dire","0","Élève au lycée",NA,NA,"wikipedia"
"640",659,9640301,"24/09/2021 - 16:09","24/09/2021 - 16:09","24/09/2021 - 16:09",0,"0.0.0.0",0,"Anonymous","préfère ne pas le dire","Préfère ne pas le dire","En activité",NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"X","certaines recherches","Consulte Vikidia mais n'y contribue pas",NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,"X","Moyennement accessibles",NA,"X",NA,NA,NA,NA,NA,NA,"google","Les articles de Vikidia sont plutôt fiables","Je n'en ai jamais eu besoin",NA,"Plutôt bonne","Moyenne","Plutôt bonne","Plutôt bonne","Plutôt bonne","Plutôt bonne",NA,"X",NA,NA,NA,"Autre","vikidia et un site pas tres renseigner donc les gens cherche plus sur wikipedia que vikidia et ce n'est pas tres populaire","Non","sa depends","Non",NA,"je ne souhaite pas","201?","Bon",NA,"Oui",NA,"Je les connais mais je n'y ai jamais participé","X",NA,NA,NA,NA,NA,"plus d'information sur les recherches",NA,"0","En activité",NA,NA,"google"
